Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source,IUPAC_name
C=CCCCCCCCCCCCC(O)CC(O)COC(C)=O,C=CCCCCCCCCCCCC(O)CC(O)COC(C)=O,bitter,chemtastes_db,"2,4-dihydroxyheptadec-16-enyl acetate"
CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,bitter,phytocompounds_db,"24-methyl-5,7,18,20-tetraoxa-24-azahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-2,4(8),9,14(22),15,17(21)-hexaen-12-ol"
O=C(O)CCOc1ccccc1,O=C(O)CCOc1ccccc1,sour,IUPAC Dissocation Constants,3-phenoxypropanoic acid
O=C(O)c1cc(O)cc2ccccc12,O=C(O)c1cc(O)cc2ccccc12,sour,IUPAC Dissocation Constants,3-hydroxynaphthalene-1-carboxylic acid
NC(=O)C[N+](=O)[O-],NC(=O)C[N+](=O)[O-],sour,IUPAC Dissocation Constants,2-nitroacetamide
CC(C)CC(=O)OCCc1ccccc1,CC(C)CC(=O)OCCc1ccccc1,bitter,flavor_db,2-phenylethyl 3-methylbutanoate
c1ncc2[nH]cnc2n1,c1ncc2[nH]cnc2n1,bitter,chemtastes_db,7H-purine
Cc1ccc(C(N)C(=O)O)cc1,Cc1ccc(C(N)C(=O)O)cc1,sour,IUPAC Dissocation Constants,2-amino-2-(4-methylphenyl)acetic acid
COC(=O)C1=C(C(=O)O)C2C=CC1C2,COC(=O)C1=C(C(=O)O)C2C=CC1C2,sour,IUPAC Dissocation Constants,"3-methoxycarbonylbicyclo[2.2.1]hepta-2,5-diene-2-carboxylic acid"
COC(=O)CC(C(=O)O)c1ccc([N+](=O)[O-])cc1,COC(=O)CC(C(=O)O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,4-methoxy-2-(4-nitrophenyl)-4-oxobutanoic acid
O=C(O)C12CC(C1)C2,O=C(O)C12CC(C1)C2,sour,IUPAC Dissocation Constants,bicyclo[1.1.1]pentane-1-carboxylic acid
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,bitter,chemtastes_db,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one"
O=C(O)c1cc2ccccc2cc1O,O=C(O)c1cc2ccccc2cc1O,sour,IUPAC Dissocation Constants,3-hydroxynaphthalene-2-carboxylic acid
CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccccc1,CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccccc1,sour,IUPAC Dissocation Constants,4-benzoyl-5-methyl-2-phenyl-4H-pyrazol-3-one
CS(=O)(=O)c1nc2nc(N)ncc2[nH]1,CS(=O)(=O)c1nc2nc(N)ncc2[nH]1,sour,IUPAC Dissocation Constants,8-methylsulfonyl-7H-purin-2-amine
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,bitter,phytocompounds_db,"6-[6-carboxy-2-[(11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl)oxy]-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid"
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,bitter,tas2r_agonists,"5,6,7-trihydroxy-2-phenylchromen-4-one"
CCCCNC(=S)S,CCCCNC(=S)S,sour,IUPAC Dissocation Constants,butylcarbamodithioic acid
CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(=O)C=CC12,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(=O)C=CC12,bitter,phytocompounds_db,"13-hydroxy-2,7,12,13-tetramethyl-10,14-dioxatetracyclo[7.5.1.02,6.012,15]pentadec-4-ene-3,11-dione"
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,bitter,chemtastes_db,4-hydroxy-3-[(4-hydroxy-2-oxochromen-3-yl)methyl]chromen-2-one
O=C(O)CN(CC(=O)O)C1(C(=O)O)CCCCC1,O=C(O)CN(CC(=O)O)C1(C(=O)O)CCCCC1,sour,IUPAC Dissocation Constants,1-[bis(carboxymethyl)amino]cyclohexane-1-carboxylic acid
NC(=O)CC(N)C(=O)O,NC(=O)CC(N)C(=O)O,sour,phytocompounds_db,"2,4-diamino-4-oxobutanoic acid"
CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O,bitter,chemtastes_db,"4,5-dihydroxy-2,2-bis(3-methylbut-2-enyl)cyclopent-4-ene-1,3-dione"
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,bitter,chemtastes_db,"3,5-dihydroxy-2-(3-methylbutanoyl)-4,6,6-tris(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one"
C=C1C(=O)OC2C1CCC(=C)C1CC(O)C(=C)C12,C=C1C(=O)OC2C1CCC(=C)C1CC(O)C(=C)C12,bitter,chemtastes_db,"8-hydroxy-3,6,9-trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one"
C=C(C)C(=O)OC1CC(C)(OC(C)=O)C(=O)CCC2(C)OC2C2OC(=O)C(COC(C)=O)=C12,C=C(C)C(=O)OC1CC(C)(OC(C)=O)C(=O)CCC2(C)OC2C2OC(=O)C(COC(C)=O)=C12,bitter,phytocompounds_db,"[8-acetyloxy-12-(acetyloxymethyl)-4,8-dimethyl-7,13-dioxo-3,14-dioxatricyclo[9.3.0.02,4]tetradec-11-en-10-yl] 2-methylprop-2-enoate"
CCC=CCCO,CCC=CCCO,bitter,flavor_db,hex-3-en-1-ol
CCCCCC(=O)CC(=O)NC1CCOC1=O,CCCCCC(=O)CC(=O)NC1CCOC1=O,bitter,chemtastes_db,3-oxo-N-(2-oxooxolan-3-yl)octanamide
Cc1[nH]c(=O)n(Cc2ccccc2)c(=O)c1[N+](=O)[O-],Cc1[nH]c(=O)n(Cc2ccccc2)c(=O)c1[N+](=O)[O-],sour,IUPAC Dissocation Constants,"3-benzyl-6-methyl-5-nitro-1H-pyrimidine-2,4-dione"
CCCCCCCC(=O)O,CCCCCCCC(=O)O,sour,phytocompounds_db,octanoic acid
O=C(O)CN(CC(=O)O)[C@@H]1Cc2ccccc2C[C@H]1N(CC(=O)O)CC(=O)O,O=C(O)CN(CC(=O)O)[C@@H]1Cc2ccccc2C[C@H]1N(CC(=O)O)CC(=O)O,sour,IUPAC Dissocation Constants,"2-[[(2R,3R)-3-[bis(carboxymethyl)amino]-1,2,3,4-tetrahydronaphthalen-2-yl]-(carboxymethyl)amino]acetic acid"
O=Cc1cc(Cl)cc([N+](=O)[O-])c1O,O=Cc1cc(Cl)cc([N+](=O)[O-])c1O,sour,IUPAC Dissocation Constants,5-chloro-2-hydroxy-3-nitrobenzaldehyde
O=C1CCCCCN1,O=C1CCCCCN1,bitter,chemtastes_db,azepan-2-one
O=C(O)c1ccncc1C(=O)O,O=C(O)c1ccncc1C(=O)O,sour,IUPAC Dissocation Constants,"pyridine-3,4-dicarboxylic acid"
CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,bitter,chemtastes_db,N-(4-hydroxyphenyl)acetamide
C=C1C(=O)C23CC1CCC2C12COC3(O)C(O)C1C(C)(C)C=CC2=O,C=C1C(=O)C23CC1CCC2C12COC3(O)C(O)C1C(C)(C)C=CC2=O,bitter,chemtastes_db,"9,10-dihydroxy-12,12-dimethyl-6-methylidene-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadec-13-ene-7,15-dione"
O=C(O)CCN(CC(=O)O)CP(=O)(O)O,O=C(O)CCN(CC(=O)O)CP(=O)(O)O,sour,IUPAC Dissocation Constants,3-[carboxymethyl(phosphonomethyl)amino]propanoic acid
COCCC=C(C)C=NO,COCCC=C(C)C=NO,bitter,chemtastes_db,N-(5-methoxy-2-methylpent-2-enylidene)hydroxylamine
Cc1ccc(C(=O)O)c(C(=O)O)c1,Cc1ccc(C(=O)O)c(C(=O)O)c1,sour,IUPAC Dissocation Constants,4-methylphthalic acid
CCC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,CCC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,bitter,chemtastes_db,"1-[2,4-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-2-methylbutan-1-one"
CC(C)(C)c1ccc(SCC(=O)O)cc1,CC(C)(C)c1ccc(SCC(=O)O)cc1,sour,IUPAC Dissocation Constants,2-(4-tert-butylphenyl)sulfanylacetic acid
O=C1C=C2C=CC3CC2(O1)C1CCCCN31,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,bitter,phytocompounds_db,"14-oxa-7-azatetracyclo[6.6.1.01,11.02,7]pentadeca-9,11-dien-13-one"
CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,phytocompounds_db,"17-(2,6-dihydroxy-6-methyl-3-oxoheptan-2-yl)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione"
CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)CN2C1=O,CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)CN2C1=O,bitter,phytocompounds_db,"N-(2-hydroxy-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"
COc1cc(CCN(C)C)c2ccc3ccccc3c2c1OC,COc1cc(CCN(C)C)c2ccc3ccccc3c2c1OC,bitter,phytocompounds_db,"2-(3,4-dimethoxyphenanthren-1-yl)-N,N-dimethylethanamine"
CC(C)(C)c1ccc(C(=O)O)cc1,CC(C)(C)c1ccc(C(=O)O)cc1,sour,IUPAC Dissocation Constants,4-tert-butylbenzoic acid
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,bitter,chemtastes_db,"3,7-dihydropurine-2,6-dione"
COc1ccc(C(=O)O)c(O)c1,COc1ccc(C(=O)O)c(O)c1,sour,IUPAC Dissocation Constants,2-hydroxy-4-methoxybenzoic acid
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,bitter,chemtastes_db,"11-[2-(4-methylpiperazin-1-yl)acetyl]-5H-pyrido[2,3-b][1,4]benzodiazepin-6-one"
O=C(O)C1=C(C(=O)O)CC=CC1,O=C(O)C1=C(C(=O)O)CC=CC1,sour,IUPAC Dissocation Constants,"cyclohexa-1,4-diene-1,2-dicarboxylic acid"
CC(C)(O)C1CC=C(C=NO)CC1,CC(C)(O)C1CC=C(C=NO)CC1,bitter,chemtastes_db,2-[4-(hydroxyiminomethyl)cyclohex-3-en-1-yl]propan-2-ol
Cc1cccc(O)c1C(=O)O,Cc1cccc(O)c1C(=O)O,sour,IUPAC Dissocation Constants,2-hydroxy-6-methylbenzoic acid
CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)C(OC(C)=O)C2(C)C(c3ccoc3)CC3OC321,CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)C(OC(C)=O)C2(C)C(c3ccoc3)CC3OC321,bitter,phytocompounds_db,"[4-acetyloxy-6-(furan-3-yl)-12,16,19-trihydroxy-5,11,15-trimethyl-3-oxo-9,17-dioxahexacyclo[13.3.3.01,14.02,11.05,10.08,10]henicosan-21-yl] acetate"
CC(=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,CC(=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,bitter,phytocompounds_db,"4,4,9,13,14-pentamethyl-17-[6-methyl-7-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyhept-5-en-2-yl]-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,7,8,10,12,15,16,17-decahydrocyclopenta[a]phenanthren-11-one"
O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,sour,IUPAC Dissocation Constants,2-[bis(phosphonomethyl)amino]acetic acid
O=c1cc(-c2ccc(O)cc2)oc2ccccc12,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,bitter,chemtastes_db,2-(4-hydroxyphenyl)chromen-4-one
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,4-(2-nitroethenyl)benzoic acid
O=C(O)COc1ccccc1O,O=C(O)COc1ccccc1O,sour,IUPAC Dissocation Constants,2-(2-hydroxyphenoxy)acetic acid
ON=C(C(F)(F)F)C(F)(F)F,ON=C(C(F)(F)F)C(F)(F)F,sour,IUPAC Dissocation Constants,"N-(1,1,1,3,3,3-hexafluoropropan-2-ylidene)hydroxylamine"
Cc1cc(C(=O)O)c2ccccc2c1,Cc1cc(C(=O)O)c2ccccc2c1,sour,IUPAC Dissocation Constants,3-methylnaphthalene-1-carboxylic acid
O=C1[C@H]2CCCC[C@H]2C(=O)N1O,O=C1[C@H]2CCCC[C@H]2C(=O)N1O,sour,IUPAC Dissocation Constants,"(3aS,7aR)-2-hydroxy-3a,4,5,6,7,7a-hexahydroisoindole-1,3-dione"
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,sour,IUPAC Dissocation Constants,"3,4,5,6-tetrachlorobenzene-1,2-diol"
O=S=O,O=S=O,bitter,chemtastes_db,sulfur dioxide
O=[N+]([O-])c1cccc2ccccc12,O=[N+]([O-])c1cccc2ccccc12,bitter,chemtastes_db,1-nitronaphthalene
COC(=O)C=CC=CCCc1ccc2c(c1)OCO2,COC(=O)C=CC=CCCc1ccc2c(c1)OCO2,bitter,phytocompounds_db,"methyl 7-(1,3-benzodioxol-5-yl)hepta-2,4-dienoate"
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,bitter,chemtastes_db,"2,2-bis(ethylsulfonyl)butane"
Cc1ccc(S(=O)CC(=O)O)cc1,Cc1ccc([S+]([O-])CC(=O)O)cc1,sour,IUPAC Dissocation Constants,2-(4-methylphenyl)sulfinylacetic acid
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,bitter,chemtastes_db,"5-(2-bromoprop-2-enyl)-5-butan-2-yl-1,3-diazinane-2,4,6-trione"
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],sour,IUPAC Dissocation Constants,"2,3-dinitrophenol"
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,bitter,chemtastes_db,2-(2-hydroxybenzoyl)oxybenzoic acid
NCC(O)CC(=O)O,NCC(O)CC(=O)O,sour,IUPAC Dissocation Constants,4-amino-3-hydroxybutanoic acid
O=C(O)c1c[nH]c2ccccc12,O=C(O)c1c[nH]c2ccccc12,sour,IUPAC Dissocation Constants,1H-indole-3-carboxylic acid
O=C(O)CCS(=O)(=O)c1ccccc1,O=C(O)CCS(=O)(=O)c1ccccc1,bitter,chemtastes_db,3-(benzenesulfonyl)propanoic acid
CCOc1ccc([Se]CC(=O)O)cc1,CCOc1ccc([Se]CC(=O)O)cc1,sour,IUPAC Dissocation Constants,2-(4-ethoxyphenyl)selanylacetic acid
CC(C)=CCC1(CC=C(C)C)C(=O)C(=O)C(C(=O)C(C)C)C1=O,CC(C)=CCC1(CC=C(C)C)C(=O)C(=O)C(C(=O)C(C)C)C1=O,bitter,chemtastes_db,"3,3-bis(3-methylbut-2-enyl)-5-(2-methylpropanoyl)cyclopentane-1,2,4-trione"
COC(CNC(N)=O)C[Hg]Cl,COC(CNC(N)=O)C[Hg]Cl,bitter,chemtastes_db,[3-(carbamoylamino)-2-methoxypropyl]-chloromercury
O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,bitter,chemtastes_db,5-[(3-carboxy-4-hydroxyphenyl)methyl]-2-hydroxybenzoic acid
Cc1nc(S)nc2c1nc(S)n2C,Cc1nc(S)nc2c1nc(S)n2C,sour,IUPAC Dissocation Constants,"6,9-dimethyl-1,7-dihydropurine-2,8-dithione"
COC1=CC(C)C2CC3OC(=O)CC4(O)C(C)C(O)C(O)C(C2(C)C1=O)C34C,COC1=CC(C)C2CC3OC(=O)CC4(O)C(C)C(O)C(O)C(C2(C)C1=O)C34C,bitter,phytocompounds_db,"13,15,16-trihydroxy-4-methoxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.02,7.013,17]heptadec-4-ene-3,11-dione"
CC1(C)OC2CC(=O)OC2(C)C1CC(=O)CC1=CCCC23CC12C(=O)OC3c1ccoc1,CC1(C)OC2CC(=O)OC2(C)C1CC(=O)CC1=CCCC23CC12C(=O)OC3c1ccoc1,bitter,phytocompounds_db,"5-[3-(5,5,6a-trimethyl-2-oxo-3a,6-dihydro-3H-furo[3,2-b]furan-6-yl)-2-oxopropyl]-9-(furan-3-yl)-8-oxatricyclo[4.3.1.01,6]dec-4-en-7-one"
CC1CC(O)C(=O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C(=O)C2C13C,CC1CC(O)C(=O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C(=O)C2C13C,bitter,phytocompounds_db,"4,15-dihydroxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.02,7.013,17]heptadecane-3,11,16-trione"
CC(C)CCCCCCCC=CC(=O)O,CC(C)CCCCCCCC=CC(=O)O,bitter,chemtastes_db,11-methyldodec-2-enoic acid
CC1=C(C2C(=O)C=C(O)C(=O)C2C)C(=O)C=C(O)C1=O,CC1=C(C2C(=O)C=C(O)C(=O)C2C)C(=O)C=C(O)C1=O,sour,IUPAC Dissocation Constants,"5-hydroxy-4-(4-hydroxy-6-methyl-2,5-dioxocyclohex-3-en-1-yl)-3-methylcyclohexa-3,5-diene-1,2-dione"
CC(O)C1OC(=O)C=C2C3(C)C4OC4C(O)C4(C)C(=O)OC(C43)C3OC213,CC(O)C1OC(=O)C=C2C3(C)C4OC4C(O)C4(C)C(=O)OC(C43)C3OC213,bitter,phytocompounds_db,"14-hydroxy-5-(1-hydroxyethyl)-10,15-dimethyl-3,6,12,17-tetraoxahexacyclo[8.7.1.02,4.04,9.011,13.015,18]octadec-8-ene-7,16-dione"
CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=O,bitter,chemtastes_db,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate
COCC1CCC=C(C)C1,COCC1CCC=C(C)C1,bitter,chemtastes_db,5-(methoxymethyl)-1-methylcyclohexene
O=C(O)C1CC2C=CC1(C(=O)O)CC2,O=C(O)C1CC2C=CC1(C(=O)O)CC2,sour,IUPAC Dissocation Constants,"bicyclo[2.2.2]oct-5-ene-1,2-dicarboxylic acid"
CC(C)=CCC=C(C)C1CC=C(C)CC1,CC(C)=CCC=C(C)C1CC=C(C)CC1,bitter,phytocompounds_db,"1-methyl-4-(6-methylhepta-2,5-dien-2-yl)cyclohexene"
O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1O,O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1O,sour,IUPAC Dissocation Constants,"4-chloro-2,6-dinitrophenol"
COC(=O)C(CCCCN)NC(=O)C(N)CC(=O)O,COC(=O)C(CCCCN)NC(=O)C(N)CC(=O)O,bitter,chemtastes_db,3-amino-4-[(6-amino-1-methoxy-1-oxohexan-2-yl)amino]-4-oxobutanoic acid
CC(C)C1(C2CC(C3C(O)CC4C5=CCC6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5=CCC43C)C(=O)O2)OC1C,CC(C)C1(C2CC(C3C(O)CC4C5=CCC6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5=CCC43C)C(=O)O2)OC1C,bitter,phytocompounds_db,"3-[16-hydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,4,5,6,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-5-(3-methyl-2-propan-2-yloxiran-2-yl)oxolan-2-one"
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,sour,IUPAC Dissocation Constants,"2,6-dihydroxyanthracene-9,10-dione"
CC(C)=CC(O)CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C,CC(C)=CC(O)CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C,bitter,chemtastes_db,"3,7-dihydroxy-17-(4-hydroxy-6-methylhept-5-en-2-yl)-4,4,13,14-tetramethyl-2,3,7,8,10,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-9-carbaldehyde"
CCSc1nc(=O)c(C(=O)O)c[nH]1,CCSc1nc(=O)c(C(=O)O)c[nH]1,sour,IUPAC Dissocation Constants,2-ethylsulfanyl-6-oxo-1H-pyrimidine-5-carboxylic acid
O=C(O)CN(CC(=O)O)c1ccccc1O,O=C(O)CN(CC(=O)O)c1ccccc1O,sour,IUPAC Dissocation Constants,2-[N-(carboxymethyl)-2-hydroxyanilino]acetic acid
O=C(O)C(O)c1ccccc1F,O=C(O)C(O)c1ccccc1F,sour,IUPAC Dissocation Constants,2-(2-fluorophenyl)-2-hydroxyacetic acid
CC(C)C(C(=O)O)S(=O)(=O)c1ccc(Cl)cc1Cl,CC(C)C(C(=O)O)S(=O)(=O)c1ccc(Cl)cc1Cl,bitter,chemtastes_db,"2-(2,4-dichlorophenyl)sulfonyl-3-methylbutanoic acid"
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,bitter,chemtastes_db,"4-[2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl]piperidine-2,6-dione"
COC(=O)C=Cc1ccc(O)cc1,COC(=O)C=Cc1ccc(O)cc1,bitter,chemtastes_db,methyl 3-(4-hydroxyphenyl)prop-2-enoate
S=c1[nH]nc(-c2ccccc2)o1,S=c1[nH]nc(-c2ccccc2)o1,sour,IUPAC Dissocation Constants,"5-phenyl-3H-1,3,4-oxadiazole-2-thione"
O=c1c(O)c(-c2ccccc2)oc2ccccc12,O=c1c(O)c(-c2ccccc2)oc2ccccc12,bitter,tas2r_agonists,3-hydroxy-2-phenylchromen-4-one
O=C(O)C=Cc1ccc(O)c(O)c1,O=C(O)C=Cc1ccc(O)c(O)c1,bitter,chemtastes_db,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid"
COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,bitter,chemtastes_db,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-2,3-dihydrochromen-4-one"
O=Cc1ccccc1,O=Cc1ccccc1,bitter,chemtastes_db,benzaldehyde
CCCC(=O)NC1CCOC1=O,CCCC(=O)NC1CCOC1=O,bitter,chemtastes_db,N-(2-oxooxolan-3-yl)butanamide
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,bitter,chemtastes_db,"3,5,7-trihydroxy-2-[3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one"
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,bitter,chemtastes_db,N-(acetylcarbamoyl)-2-bromo-2-ethylbutanamide
CN(C)CCOC(c1ccccc1)c1ccccc1,CN(C)CCOC(c1ccccc1)c1ccccc1,bitter,chemtastes_db,"2-benzhydryloxy-N,N-dimethylethanamine"
CC(=CC(=O)O)c1cc(C)cc(C)c1O,CC(=CC(=O)O)c1cc(C)cc(C)c1O,sour,IUPAC Dissocation Constants,"3-(2-hydroxy-3,5-dimethylphenyl)but-2-enoic acid"
Nc1ncncc1NCC(=O)O,Nc1ncncc1NCC(=O)O,sour,IUPAC Dissocation Constants,2-[(4-aminopyrimidin-5-yl)amino]acetic acid
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,sour,IUPAC Dissocation Constants,"(2S,5R,6R)-6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
O=C(O)c1ccc(I)cc1,O=C(O)c1ccc(I)cc1,sour,IUPAC Dissocation Constants,4-iodobenzoic acid
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,sour,IUPAC Dissocation Constants,"2,6-ditert-butyl-4-nitrophenol"
O=C(O)CS(=O)c1ccc(Cl)cc1,O=C(O)C[S+]([O-])c1ccc(Cl)cc1,sour,IUPAC Dissocation Constants,2-(4-chlorophenyl)sulfinylacetic acid
